Procedure date,Patient...2,MRN,Weight (kg),D.O.B.,Age (days),Age (months) - days/30,Species,"Procedure  type (BPV, PDA PMI, PV Stent)",Procedure time (min),RADPAD Drape Used? Y/N,Total fluoro time (sec),Total fluoro time (min),ID,Occupation,Dose
2022-10-19T00:00:00Z,Kobi,474237,17.2,2022-03-23T00:00:00Z,210,7,Canine,BPV,108,N,704,11.73333333,69,Resident 1,14
2022-10-19T00:00:00Z,Kobi,474237,17.2,2022-03-23T00:00:00Z,210,7,Canine,BPV,108,N,704,11.73333333,69,Resident 2,0.54
2022-10-19T00:00:00Z,Kobi,474237,17.2,2022-03-23T00:00:00Z,210,7,Canine,BPV,108,N,704,11.73333333,69,Anesthesia,13
2022-10-19T00:00:00Z,Augie,216884,9.3,2017-02-14T00:00:00Z,2073,69.1,Canine,PV stent,100,N,1529,25.48333333,70,Faculty,5.73
2022-10-19T00:00:00Z,Augie,216884,9.3,2017-02-14T00:00:00Z,2073,69.1,Canine,PV stent,100,N,1529,25.48333333,70,Tech 1,0.02
2022-10-19T00:00:00Z,Augie,216884,9.3,2017-02-14T00:00:00Z,2073,69.1,Canine,PV stent,100,N,1529,25.48333333,70,Resident 1,67
2022-10-19T00:00:00Z,Augie,216884,9.3,2017-02-14T00:00:00Z,2073,69.1,Canine,PV stent,100,N,1529,25.48333333,70,Resident 2,1.2
2022-10-19T00:00:00Z,Augie,216884,9.3,2017-02-14T00:00:00Z,2073,69.1,Canine,PV stent,100,N,1529,25.48333333,70,TEE,0.57
2022-10-19T00:00:00Z,Augie,216884,9.3,2017-02-14T00:00:00Z,2073,69.1,Canine,PV stent,100,N,1529,25.48333333,70,Anesthesia,50
2022-10-26T00:00:00Z,Percy,478856,16.9,2019-06-03T00:00:00Z,1241,41.36666667,Canine,PDA,136,N,1106,18.43333333,71,Faculty,9.96
2022-10-26T00:00:00Z,Percy,478856,16.9,2019-06-03T00:00:00Z,1241,41.36666667,Canine,PDA,136,N,1106,18.43333333,71,Tech 1,0.56
2022-10-26T00:00:00Z,Percy,478856,16.9,2019-06-03T00:00:00Z,1241,41.36666667,Canine,PDA,136,N,1106,18.43333333,71,Resident 1,48.36
2022-10-26T00:00:00Z,Percy,478856,16.9,2019-06-03T00:00:00Z,1241,41.36666667,Canine,PDA,136,N,1106,18.43333333,71,Resident 2,2.1
2022-10-26T00:00:00Z,Percy,478856,16.9,2019-06-03T00:00:00Z,1241,41.36666667,Canine,PDA,136,N,1106,18.43333333,71,TEE,10.95
2022-10-26T00:00:00Z,Percy,478856,16.9,2019-06-03T00:00:00Z,1241,41.36666667,Canine,PDA,136,N,1106,18.43333333,71,Anesthesia,88.04
2022-11-02T00:00:00Z,Muffin,479347,4.4,2020-05-20T00:00:00Z,896,29.86666667,Canine,PDA,135,N,421,7.016666667,72,Faculty,0.12
2022-11-02T00:00:00Z,Muffin,479347,4.4,2020-05-20T00:00:00Z,896,29.86666667,Canine,PDA,135,N,421,7.016666667,72,Resident 1,19.97
2022-11-02T00:00:00Z,Muffin,479347,4.4,2020-05-20T00:00:00Z,896,29.86666667,Canine,PDA,135,N,421,7.016666667,72,Resident 2,0.26
2022-11-02T00:00:00Z,Muffin,479347,4.4,2020-05-20T00:00:00Z,896,29.86666667,Canine,PDA,135,N,421,7.016666667,72,TEE,0.31
2022-11-02T00:00:00Z,Muffin,479347,4.4,2020-05-20T00:00:00Z,896,29.86666667,Canine,PDA,135,N,421,7.016666667,72,Anesthesia,1.22
2022-11-09T00:00:00Z,Dot,479278,5,2022-04-07T00:00:00Z,216,7.2,Canine,PDA,120,N,450,7.5,73,Faculty,1.51
2022-11-09T00:00:00Z,Dot,479278,5,2022-04-07T00:00:00Z,216,7.2,Canine,PDA,120,N,450,7.5,73,Tech 1,0.01
2022-11-09T00:00:00Z,Dot,479278,5,2022-04-07T00:00:00Z,216,7.2,Canine,PDA,120,N,450,7.5,73,Resident 1,3.64
2022-11-09T00:00:00Z,Dot,479278,5,2022-04-07T00:00:00Z,216,7.2,Canine,PDA,120,N,450,7.5,73,Resident 2,1.38
2022-11-09T00:00:00Z,Dot,479278,5,2022-04-07T00:00:00Z,216,7.2,Canine,PDA,120,N,450,7.5,73,TEE,3.99
2022-11-09T00:00:00Z,Dot,479278,5,2022-04-07T00:00:00Z,216,7.2,Canine,PDA,120,N,450,7.5,73,Anesthesia,3.97
2022-11-09T00:00:00Z,Frankie,479955,7.3,2021-08-21T00:00:00Z,445,14.83333333,Canine,PV stent,108,N,1388,23.13333333,74,Faculty,20.12
2022-11-09T00:00:00Z,Frankie,479955,7.3,2021-08-21T00:00:00Z,445,14.83333333,Canine,PV stent,108,N,1388,23.13333333,74,Tech 1,0.01
2022-11-09T00:00:00Z,Frankie,479955,7.3,2021-08-21T00:00:00Z,445,14.83333333,Canine,PV stent,108,N,1388,23.13333333,74,Resident 1,136.67
2022-11-09T00:00:00Z,Frankie,479955,7.3,2021-08-21T00:00:00Z,445,14.83333333,Canine,PV stent,108,N,1388,23.13333333,74,Resident 2,3.48
2022-11-09T00:00:00Z,Frankie,479955,7.3,2021-08-21T00:00:00Z,445,14.83333333,Canine,PV stent,108,N,1388,23.13333333,74,TEE,8.35
2022-11-09T00:00:00Z,Frankie,479955,7.3,2021-08-21T00:00:00Z,445,14.83333333,Canine,PV stent,108,N,1388,23.13333333,74,Anesthesia,12.65
2022-11-16T00:00:00Z,Moriah,479651,43,2022-01-26T00:00:00Z,294,9.8,Canine,BPV,60,N,466,7.766666667,75,Faculty,0.92
2022-11-16T00:00:00Z,Moriah,479651,43,2022-01-26T00:00:00Z,294,9.8,Canine,BPV,60,N,466,7.766666667,75,Tech 1,0.01
2022-11-16T00:00:00Z,Moriah,479651,43,2022-01-26T00:00:00Z,294,9.8,Canine,BPV,60,N,466,7.766666667,75,Resident 1,49.38
2022-11-16T00:00:00Z,Moriah,479651,43,2022-01-26T00:00:00Z,294,9.8,Canine,BPV,60,N,466,7.766666667,75,Resident 2,0.18
2022-11-16T00:00:00Z,Moriah,479651,43,2022-01-26T00:00:00Z,294,9.8,Canine,BPV,60,N,466,7.766666667,75,Anesthesia,4.89
2022-11-16T00:00:00Z,Fritz,480920,6.6,2017-08-26T00:00:00Z,1908,63.6,Canine,PMI,130,N,882,14.7,76,Faculty,13.31
2022-11-16T00:00:00Z,Fritz,480920,6.6,2017-08-26T00:00:00Z,1908,63.6,Canine,PMI,130,N,882,14.7,76,Tech 1,0.02
2022-11-16T00:00:00Z,Fritz,480920,6.6,2017-08-26T00:00:00Z,1908,63.6,Canine,PMI,130,N,882,14.7,76,Resident 1,36.3
2022-11-16T00:00:00Z,Fritz,480920,6.6,2017-08-26T00:00:00Z,1908,63.6,Canine,PMI,130,N,882,14.7,76,Resident 2,1.2
2022-11-16T00:00:00Z,Fritz,480920,6.6,2017-08-26T00:00:00Z,1908,63.6,Canine,PMI,130,N,882,14.7,76,TEE,193
2022-11-16T00:00:00Z,Fritz,480920,6.6,2017-08-26T00:00:00Z,1908,63.6,Canine,PMI,130,N,882,14.7,76,Anesthesia,1.76
2022-11-17T00:00:00Z,Kip,480947,11,2012-01-31T00:00:00Z,3943,131.4333333,Canine,PMI,90,N,223,3.716666667,77,Faculty,0.02
2022-11-17T00:00:00Z,Kip,480947,11,2012-01-31T00:00:00Z,3943,131.4333333,Canine,PMI,90,N,223,3.716666667,77,Tech 1,0.01
2022-11-17T00:00:00Z,Kip,480947,11,2012-01-31T00:00:00Z,3943,131.4333333,Canine,PMI,90,N,223,3.716666667,77,Resident 1,10.29
2022-11-17T00:00:00Z,Kip,480947,11,2012-01-31T00:00:00Z,3943,131.4333333,Canine,PMI,90,N,223,3.716666667,77,Resident 2,2.85
2022-11-17T00:00:00Z,Kip,480947,11,2012-01-31T00:00:00Z,3943,131.4333333,Canine,PMI,90,N,223,3.716666667,77,TEE,3.17
2022-11-17T00:00:00Z,Kip,480947,11,2012-01-31T00:00:00Z,3943,131.4333333,Canine,PMI,90,N,223,3.716666667,77,Anesthesia,5.99
2022-11-30T00:00:00Z,Willow,479211,11.6,2021-07-09T00:00:00Z,509,16.96666667,Canine,BPV,85,N,710,11.83333333,78,Faculty,0.03
2022-11-30T00:00:00Z,Willow,479211,11.6,2021-07-09T00:00:00Z,509,16.96666667,Canine,BPV,85,N,710,11.83333333,78,Tech 1,0.03
2022-11-30T00:00:00Z,Willow,479211,11.6,2021-07-09T00:00:00Z,509,16.96666667,Canine,BPV,85,N,710,11.83333333,78,Resident 1,17.72
2022-11-30T00:00:00Z,Willow,479211,11.6,2021-07-09T00:00:00Z,509,16.96666667,Canine,BPV,85,N,710,11.83333333,78,Resident 2,0.84
2022-11-30T00:00:00Z,Willow,479211,11.6,2021-07-09T00:00:00Z,509,16.96666667,Canine,BPV,85,N,710,11.83333333,78,Anesthesia,21.46
2022-12-07T00:00:00Z,Lilly,481617,9.4,2010-12-16T00:00:00Z,4374,145.8,Canine,PMI,160,N,1312,21.86666667,79,Faculty,9.29
2022-12-07T00:00:00Z,Lilly,481617,9.4,2010-12-16T00:00:00Z,4374,145.8,Canine,PMI,160,N,1312,21.86666667,79,Tech 1,0.01
2022-12-07T00:00:00Z,Lilly,481617,9.4,2010-12-16T00:00:00Z,4374,145.8,Canine,PMI,160,N,1312,21.86666667,79,Resident 1,18.33
2022-12-07T00:00:00Z,Lilly,481617,9.4,2010-12-16T00:00:00Z,4374,145.8,Canine,PMI,160,N,1312,21.86666667,79,TEE,11.49
2022-12-07T00:00:00Z,Lilly,481617,9.4,2010-12-16T00:00:00Z,4374,145.8,Canine,PMI,160,N,1312,21.86666667,79,Anesthesia,14.13
2022-12-14T00:00:00Z,JD,480127,13.7,2022-07-07T00:00:00Z,160,5.333333333,Canine,BPV,87,N,477,7.95,80,Faculty,0.03
2022-12-14T00:00:00Z,JD,480127,13.7,2022-07-07T00:00:00Z,160,5.333333333,Canine,BPV,87,N,477,7.95,80,Tech 1,0.02
2022-12-14T00:00:00Z,JD,480127,13.7,2022-07-07T00:00:00Z,160,5.333333333,Canine,BPV,87,N,477,7.95,80,Resident 1,18.15
2022-12-14T00:00:00Z,JD,480127,13.7,2022-07-07T00:00:00Z,160,5.333333333,Canine,BPV,87,N,477,7.95,80,Resident 2,2.49
2022-12-14T00:00:00Z,JD,480127,13.7,2022-07-07T00:00:00Z,160,5.333333333,Canine,BPV,87,N,477,7.95,80,Anesthesia,20
2022-12-21T00:00:00Z,Beau,263667,9.9,2020-05-03T00:00:00Z,962,32.06666667,Canine,BPV,109,N,769,12.81666667,81,Faculty,2.76
2022-12-21T00:00:00Z,Beau,263667,9.9,2020-05-03T00:00:00Z,962,32.06666667,Canine,BPV,109,N,769,12.81666667,81,Tech 1,0.05
2022-12-21T00:00:00Z,Beau,263667,9.9,2020-05-03T00:00:00Z,962,32.06666667,Canine,BPV,109,N,769,12.81666667,81,Resident 1,136.09
2022-12-21T00:00:00Z,Beau,263667,9.9,2020-05-03T00:00:00Z,962,32.06666667,Canine,BPV,109,N,769,12.81666667,81,Resident 2,0.08
2022-12-21T00:00:00Z,Beau,263667,9.9,2020-05-03T00:00:00Z,962,32.06666667,Canine,BPV,109,N,769,12.81666667,81,Anesthesia,80
2022-12-21T00:00:00Z,Georgia,482077,5.2,2022-08-25T00:00:00Z,118,3.933333333,Canine,PDA,51,N,264,4.4,82,Faculty,6.33
2022-12-21T00:00:00Z,Georgia,482077,5.2,2022-08-25T00:00:00Z,118,3.933333333,Canine,PDA,51,N,264,4.4,82,Tech 1,0.01
2022-12-21T00:00:00Z,Georgia,482077,5.2,2022-08-25T00:00:00Z,118,3.933333333,Canine,PDA,51,N,264,4.4,82,Resident 1,1.72
2022-12-21T00:00:00Z,Georgia,482077,5.2,2022-08-25T00:00:00Z,118,3.933333333,Canine,PDA,51,N,264,4.4,82,Resident 2,0.97
2022-12-21T00:00:00Z,Georgia,482077,5.2,2022-08-25T00:00:00Z,118,3.933333333,Canine,PDA,51,N,264,4.4,82,TEE,2.87
2022-12-28T00:00:00Z,Emmi,481167,23.1,2021-12-17T00:00:00Z,376,12.53333333,Canine,PV stent,145,N,1008,16.8,83,Faculty,4.58
2022-12-28T00:00:00Z,Emmi,481167,23.1,2021-12-17T00:00:00Z,376,12.53333333,Canine,PV stent,145,N,1008,16.8,83,Tech 1,2
2022-12-28T00:00:00Z,Emmi,481167,23.1,2021-12-17T00:00:00Z,376,12.53333333,Canine,PV stent,145,N,1008,16.8,83,Resident 1,132.27
2022-12-28T00:00:00Z,Emmi,481167,23.1,2021-12-17T00:00:00Z,376,12.53333333,Canine,PV stent,145,N,1008,16.8,83,Resident 2,2.19
2022-12-28T00:00:00Z,Emmi,481167,23.1,2021-12-17T00:00:00Z,376,12.53333333,Canine,PV stent,145,N,1008,16.8,83,TEE,2.56
2022-12-28T00:00:00Z,Emmi,481167,23.1,2021-12-17T00:00:00Z,376,12.53333333,Canine,PV stent,145,N,1008,16.8,83,Anesthesia,70
2022-12-28T00:00:00Z,Felix,476045,9.5,2022-04-09T00:00:00Z,263,8.766666667,Canine,PV stent,105,N,1545,25.75,84,Faculty,14.39
2022-12-28T00:00:00Z,Felix,476045,9.5,2022-04-09T00:00:00Z,263,8.766666667,Canine,PV stent,105,N,1545,25.75,84,Tech 1,0.28
2022-12-28T00:00:00Z,Felix,476045,9.5,2022-04-09T00:00:00Z,263,8.766666667,Canine,PV stent,105,N,1545,25.75,84,Resident 1,95.54
2022-12-28T00:00:00Z,Felix,476045,9.5,2022-04-09T00:00:00Z,263,8.766666667,Canine,PV stent,105,N,1545,25.75,84,Resident 2,1.85
2022-12-28T00:00:00Z,Felix,476045,9.5,2022-04-09T00:00:00Z,263,8.766666667,Canine,PV stent,105,N,1545,25.75,84,TEE,2.56
2022-12-28T00:00:00Z,Felix,476045,9.5,2022-04-09T00:00:00Z,263,8.766666667,Canine,PV stent,105,N,1545,25.75,84,Anesthesia,50
2023-01-04T00:00:00Z,Beans,481365,2.3,2022-09-20T00:00:00Z,106,3.533333333,Canine,BPV,180,N,70,1.166666667,85,Faculty,0.01
2023-01-04T00:00:00Z,Beans,481365,2.3,2022-09-20T00:00:00Z,106,3.533333333,Canine,BPV,180,N,70,1.166666667,85,Tech 1,0.02
2023-01-04T00:00:00Z,Beans,481365,2.3,2022-09-20T00:00:00Z,106,3.533333333,Canine,BPV,180,N,70,1.166666667,85,Resident 1,15.13
2023-01-04T00:00:00Z,Beans,481365,2.3,2022-09-20T00:00:00Z,106,3.533333333,Canine,BPV,180,N,70,1.166666667,85,Resident 2,1.05
2023-01-04T00:00:00Z,Beans,481365,2.3,2022-09-20T00:00:00Z,106,3.533333333,Canine,BPV,180,N,70,1.166666667,85,Anesthesia,10
2023-01-04T00:00:00Z,Tate,271257,12.7,2021-10-11T00:00:00Z,450,15,Canine,BPV,65,N,295,4.916666667,86,Faculty,1.28
2023-01-04T00:00:00Z,Tate,271257,12.7,2021-10-11T00:00:00Z,450,15,Canine,BPV,65,N,295,4.916666667,86,Tech 1,0.01
2023-01-04T00:00:00Z,Tate,271257,12.7,2021-10-11T00:00:00Z,450,15,Canine,BPV,65,N,295,4.916666667,86,Resident 1,7.76
2023-01-04T00:00:00Z,Tate,271257,12.7,2021-10-11T00:00:00Z,450,15,Canine,BPV,65,N,295,4.916666667,86,Resident 2,0.09
2023-01-04T00:00:00Z,Tate,271257,12.7,2021-10-11T00:00:00Z,450,15,Canine,BPV,65,N,295,4.916666667,86,Anesthesia,13.2
2023-01-11T00:00:00Z,Olive,478314,6.32,2022-07-05T00:00:00Z,190,6.333333333,Canine,BPV,120,N,725,12.08333333,87,Faculty,2.66
2023-01-11T00:00:00Z,Olive,478314,6.32,2022-07-05T00:00:00Z,190,6.333333333,Canine,BPV,120,N,725,12.08333333,87,Tech 1,0.02
2023-01-11T00:00:00Z,Olive,478314,6.32,2022-07-05T00:00:00Z,190,6.333333333,Canine,BPV,120,N,725,12.08333333,87,Resident 1,3.94
2023-01-11T00:00:00Z,Olive,478314,6.32,2022-07-05T00:00:00Z,190,6.333333333,Canine,BPV,120,N,725,12.08333333,87,Resident 2,4.03
2023-01-11T00:00:00Z,Olive,478314,6.32,2022-07-05T00:00:00Z,190,6.333333333,Canine,BPV,120,N,725,12.08333333,87,Anesthesia,10
2023-01-13T00:00:00Z,Bentley,482906,10.8,2009-08-11T00:00:00Z,4903,163.4333333,Canine,PMI,157,N,787,13.11666667,88,Faculty,5.63
2023-01-13T00:00:00Z,Bentley,482906,10.8,2009-08-11T00:00:00Z,4903,163.4333333,Canine,PMI,157,N,787,13.11666667,88,Tech 1,0.01
2023-01-13T00:00:00Z,Bentley,482906,10.8,2009-08-11T00:00:00Z,4903,163.4333333,Canine,PMI,157,N,787,13.11666667,88,Resident 1,55.68
2023-01-13T00:00:00Z,Bentley,482906,10.8,2009-08-11T00:00:00Z,4903,163.4333333,Canine,PMI,157,N,787,13.11666667,88,TEE,6.88
2023-01-13T00:00:00Z,Bentley,482906,10.8,2009-08-11T00:00:00Z,4903,163.4333333,Canine,PMI,157,N,787,13.11666667,88,Anesthesia,10
2023-01-18T00:00:00Z,Flora,481783,14.3,2021-08-21T00:00:00Z,515,17.16666667,Canine,BPV,49,N,204,3.4,89,Faculty,0.8
2023-01-18T00:00:00Z,Flora,481783,14.3,2021-08-21T00:00:00Z,515,17.16666667,Canine,BPV,49,N,204,3.4,89,Tech 1,0
2023-01-18T00:00:00Z,Flora,481783,14.3,2021-08-21T00:00:00Z,515,17.16666667,Canine,BPV,49,N,204,3.4,89,Resident 1,11.87
2023-01-18T00:00:00Z,Flora,481783,14.3,2021-08-21T00:00:00Z,515,17.16666667,Canine,BPV,49,N,204,3.4,89,Anesthesia,20
2023-01-18T00:00:00Z,Simon,479837,4.03,2018-02-15T00:00:00Z,1798,59.93333333,Canine,PDA,88,N,222,3.7,90,Faculty,0.23
2023-01-18T00:00:00Z,Simon,479837,4.03,2018-02-15T00:00:00Z,1798,59.93333333,Canine,PDA,88,N,222,3.7,90,Tech 1,0
2023-01-18T00:00:00Z,Simon,479837,4.03,2018-02-15T00:00:00Z,1798,59.93333333,Canine,PDA,88,N,222,3.7,90,Resident 1,11.32
2023-01-18T00:00:00Z,Simon,479837,4.03,2018-02-15T00:00:00Z,1798,59.93333333,Canine,PDA,88,N,222,3.7,90,TEE,10
2023-01-18T00:00:00Z,Simon,479837,4.03,2018-02-15T00:00:00Z,1798,59.93333333,Canine,PDA,88,N,222,3.7,90,Anesthesia,10
2023-01-25T00:00:00Z,Tutu,482153,15.4,2021-12-08T00:00:00Z,413,13.76666667,Canine,BPV,90,N,1240,20.66666667,91,Faculty,0.05
2023-01-25T00:00:00Z,Tutu,482153,15.4,2021-12-08T00:00:00Z,413,13.76666667,Canine,BPV,90,N,1240,20.66666667,91,Tech 1,0.01
2023-01-25T00:00:00Z,Tutu,482153,15.4,2021-12-08T00:00:00Z,413,13.76666667,Canine,BPV,90,N,1240,20.66666667,91,Resident 1,15.26
2023-01-25T00:00:00Z,Tutu,482153,15.4,2021-12-08T00:00:00Z,413,13.76666667,Canine,BPV,90,N,1240,20.66666667,91,Resident 2,4.23
2023-01-25T00:00:00Z,Tutu,482153,15.4,2021-12-08T00:00:00Z,413,13.76666667,Canine,BPV,90,N,1240,20.66666667,91,Anesthesia,33.95
2023-01-25T00:00:00Z,Popper,482406,6.7,2022-10-14T00:00:00Z,103,3.433333333,Canine,PDA,50,N,119,1.983333333,92,Faculty,0.02
2023-01-25T00:00:00Z,Popper,482406,6.7,2022-10-14T00:00:00Z,103,3.433333333,Canine,PDA,50,N,119,1.983333333,92,Tech 1,0.05
2023-01-25T00:00:00Z,Popper,482406,6.7,2022-10-14T00:00:00Z,103,3.433333333,Canine,PDA,50,N,119,1.983333333,92,Resident 1,0.95
2023-01-25T00:00:00Z,Popper,482406,6.7,2022-10-14T00:00:00Z,103,3.433333333,Canine,PDA,50,N,119,1.983333333,92,Resident 2,1.15
2023-01-25T00:00:00Z,Popper,482406,6.7,2022-10-14T00:00:00Z,103,3.433333333,Canine,PDA,50,N,119,1.983333333,92,Anesthesia,0.54
2023-01-25T00:00:00Z,Oliver,482303,15.7,2022-09-21T00:00:00Z,126,4.2,Canine,PDA,150,N,1006,16.76666667,93,Faculty,0.21
2023-01-25T00:00:00Z,Oliver,482303,15.7,2022-09-21T00:00:00Z,126,4.2,Canine,PDA,150,N,1006,16.76666667,93,Tech 1,0.15
2023-01-25T00:00:00Z,Oliver,482303,15.7,2022-09-21T00:00:00Z,126,4.2,Canine,PDA,150,N,1006,16.76666667,93,Resident 1,20.09
2023-01-25T00:00:00Z,Oliver,482303,15.7,2022-09-21T00:00:00Z,126,4.2,Canine,PDA,150,N,1006,16.76666667,93,Resident 2,5.22
2023-01-25T00:00:00Z,Oliver,482303,15.7,2022-09-21T00:00:00Z,126,4.2,Canine,PDA,150,N,1006,16.76666667,93,TEE,11.62
2023-01-25T00:00:00Z,Oliver,482303,15.7,2022-09-21T00:00:00Z,126,4.2,Canine,PDA,150,N,1006,16.76666667,93,Anesthesia,5.42
2023-02-08T00:00:00Z,Luna,482281,12.6,2022-10-18T00:00:00Z,113,3.766666667,Canine,BPV,75,N,419,6.983333333,94,Faculty,1.17
2023-02-08T00:00:00Z,Luna,482281,12.6,2022-10-18T00:00:00Z,113,3.766666667,Canine,BPV,75,N,419,6.983333333,94,Tech 1,0
2023-02-08T00:00:00Z,Luna,482281,12.6,2022-10-18T00:00:00Z,113,3.766666667,Canine,BPV,75,N,419,6.983333333,94,Resident 1,3.18
2023-02-08T00:00:00Z,Luna,482281,12.6,2022-10-18T00:00:00Z,113,3.766666667,Canine,BPV,75,N,419,6.983333333,94,Resident 2,0.15
2023-02-08T00:00:00Z,Luna,482281,12.6,2022-10-18T00:00:00Z,113,3.766666667,Canine,BPV,75,N,419,6.983333333,94,Anesthesia,9.81
2023-02-08T00:00:00Z,Benny,480816,10.6,2015-11-13T00:00:00Z,2644,88.13333333,Canine,PDA,78,N,305,5.083333333,95,Faculty,0.08
2023-02-08T00:00:00Z,Benny,480816,10.6,2015-11-13T00:00:00Z,2644,88.13333333,Canine,PDA,78,N,305,5.083333333,95,Tech 1,0
2023-02-08T00:00:00Z,Benny,480816,10.6,2015-11-13T00:00:00Z,2644,88.13333333,Canine,PDA,78,N,305,5.083333333,95,Resident 1,19.07
2023-02-08T00:00:00Z,Benny,480816,10.6,2015-11-13T00:00:00Z,2644,88.13333333,Canine,PDA,78,N,305,5.083333333,95,Resident 2,7.58
2023-02-08T00:00:00Z,Benny,480816,10.6,2015-11-13T00:00:00Z,2644,88.13333333,Canine,PDA,78,N,305,5.083333333,95,TEE,2.33
2023-02-08T00:00:00Z,Benny,480816,10.6,2015-11-13T00:00:00Z,2644,88.13333333,Canine,PDA,78,N,305,5.083333333,95,Anesthesia,6.32
2023-02-10T00:00:00Z,Callie,483725,18.6,2015-06-30T00:00:00Z,2782,92.73333333,Canine,PMI,118,N,153,2.55,96,Faculty,0.08
2023-02-10T00:00:00Z,Callie,483725,18.6,2015-06-30T00:00:00Z,2782,92.73333333,Canine,PMI,118,N,153,2.55,96,Tech 1,0.08
2023-02-10T00:00:00Z,Callie,483725,18.6,2015-06-30T00:00:00Z,2782,92.73333333,Canine,PMI,118,N,153,2.55,96,Resident 1,6.91
2023-02-10T00:00:00Z,Callie,483725,18.6,2015-06-30T00:00:00Z,2782,92.73333333,Canine,PMI,118,N,153,2.55,96,Resident 2,0.82
2023-02-10T00:00:00Z,Callie,483725,18.6,2015-06-30T00:00:00Z,2782,92.73333333,Canine,PMI,118,N,153,2.55,96,Anesthesia,2.38
2023-02-15T00:00:00Z,Iroh,482952,14.4,2022-05-03T00:00:00Z,288,9.6,Canine,PDA,98,N,189,3.15,97,Faculty,0.03
2023-02-15T00:00:00Z,Iroh,482952,14.4,2022-05-03T00:00:00Z,288,9.6,Canine,PDA,98,N,189,3.15,97,Tech 1,0.46
2023-02-15T00:00:00Z,Iroh,482952,14.4,2022-05-03T00:00:00Z,288,9.6,Canine,PDA,98,N,189,3.15,97,Resident 1,3.43
2023-02-15T00:00:00Z,Iroh,482952,14.4,2022-05-03T00:00:00Z,288,9.6,Canine,PDA,98,N,189,3.15,97,Resident 2,1.33
2023-02-15T00:00:00Z,Iroh,482952,14.4,2022-05-03T00:00:00Z,288,9.6,Canine,PDA,98,N,189,3.15,97,TEE,1.89
2023-02-15T00:00:00Z,Iroh,482952,14.4,2022-05-03T00:00:00Z,288,9.6,Canine,PDA,98,N,189,3.15,97,Anesthesia,1.02
2023-02-15T00:00:00Z,Whiskey,482636,4.6,2022-07-30T00:00:00Z,200,6.666666667,Canine,PDA,70,N,113,1.883333333,98,Faculty,13.54
2023-02-15T00:00:00Z,Whiskey,482636,4.6,2022-07-30T00:00:00Z,200,6.666666667,Canine,PDA,70,N,113,1.883333333,98,Tech 1,0.18
2023-02-15T00:00:00Z,Whiskey,482636,4.6,2022-07-30T00:00:00Z,200,6.666666667,Canine,PDA,70,N,113,1.883333333,98,Resident 1,15.87
2023-02-15T00:00:00Z,Whiskey,482636,4.6,2022-07-30T00:00:00Z,200,6.666666667,Canine,PDA,70,N,113,1.883333333,98,Resident 2,1.18
2023-02-15T00:00:00Z,Whiskey,482636,4.6,2022-07-30T00:00:00Z,200,6.666666667,Canine,PDA,70,N,113,1.883333333,98,TEE,0.21
2023-02-15T00:00:00Z,Whiskey,482636,4.6,2022-07-30T00:00:00Z,200,6.666666667,Canine,PDA,70,N,113,1.883333333,98,Anesthesia,7.04
2023-02-22T00:00:00Z,Stone,483363,24.4,2021-07-22T00:00:00Z,580,19.33333333,Canine,BPV,70,N,482,8.033333333,99,Faculty,1.64
2023-02-22T00:00:00Z,Stone,483363,24.4,2021-07-22T00:00:00Z,580,19.33333333,Canine,BPV,70,N,482,8.033333333,99,Tech 1,1.23
2023-02-22T00:00:00Z,Stone,483363,24.4,2021-07-22T00:00:00Z,580,19.33333333,Canine,BPV,70,N,482,8.033333333,99,Resident 1,12.49
2023-02-22T00:00:00Z,Stone,483363,24.4,2021-07-22T00:00:00Z,580,19.33333333,Canine,BPV,70,N,482,8.033333333,99,Resident 2,12.83
2023-02-22T00:00:00Z,Stone,483363,24.4,2021-07-22T00:00:00Z,580,19.33333333,Canine,BPV,70,N,482,8.033333333,99,TEE,13.41
2023-02-22T00:00:00Z,Stone,483363,24.4,2021-07-22T00:00:00Z,580,19.33333333,Canine,BPV,70,N,482,8.033333333,99,Anesthesia,36.82
2023-02-22T00:00:00Z,Lily,483913,27.6,2014-02-10T00:00:00Z,3299,109.9666667,Canine,PMI,75,N,195,3.25,100,Faculty,0.15
2023-02-22T00:00:00Z,Lily,483913,27.6,2014-02-10T00:00:00Z,3299,109.9666667,Canine,PMI,75,N,195,3.25,100,Tech 1,0.79
2023-02-22T00:00:00Z,Lily,483913,27.6,2014-02-10T00:00:00Z,3299,109.9666667,Canine,PMI,75,N,195,3.25,100,Resident 1,8.4
2023-02-22T00:00:00Z,Lily,483913,27.6,2014-02-10T00:00:00Z,3299,109.9666667,Canine,PMI,75,N,195,3.25,100,Anesthesia,1.02
2023-03-01T00:00:00Z,Mayberry,484036,23.8,2018-11-18T00:00:00Z,1564,52.13333333,Canine,PDA,110,N,150,2.5,101,Faculty,0.92
2023-03-01T00:00:00Z,Mayberry,484036,23.8,2018-11-18T00:00:00Z,1564,52.13333333,Canine,PDA,110,N,150,2.5,101,Tech 1,0.26
2023-03-01T00:00:00Z,Mayberry,484036,23.8,2018-11-18T00:00:00Z,1564,52.13333333,Canine,PDA,110,N,150,2.5,101,Resident 1,2.33
